1830.2738 -7.02000000e-01 2.52890000e+01 
1830.5476 -6.95000000e-01 2.60140000e+01 
1830.8214 -7.01000000e-01 2.67410000e+01 
1831.0958 -7.19000000e-01 2.73400000e+01 
1831.3696 -7.51000000e-01 2.77890000e+01 
1831.6434 -7.98000000e-01 2.81710000e+01 
1831.9172 -8.62000000e-01 2.86760000e+01 
1832.1911 -9.42000000e-01 2.95640000e+01 
1832.4642 -1.02500000e+00 3.08850000e+01 
1832.7372 -1.10100000e+00 3.25640000e+01 
1833.0110 -1.16600000e+00 3.43280000e+01 
1833.2847 -1.21300000e+00 3.58890000e+01 
1833.5585 -1.21900000e+00 3.70490000e+01 
1833.8323 -1.16700000e+00 3.76590000e+01 
1834.1068 -1.05700000e+00 3.76570000e+01 
1834.3806 -8.99000000e-01 3.71250000e+01 
1834.6543 -7.13000000e-01 3.62520000e+01 
1834.9281 -5.08000000e-01 3.53660000e+01 
1835.2026 -2.87000000e-01 3.48720000e+01 
1835.4764 -6.50000000e-02 3.49330000e+01 
1835.7502 1.42000000e-01 3.55560000e+01 
1836.0246 3.30000000e-01 3.64880000e+01 
1836.2976 4.91000000e-01 3.74350000e+01 
1836.5706 5.95000000e-01 3.81670000e+01 
1836.8437 6.25000000e-01 3.84900000e+01 
1837.1177 5.78000000e-01 3.82720000e+01 
1837.3915 4.65000000e-01 3.74880000e+01 
1837.6653 3.02000000e-01 3.61850000e+01 
1837.9391 9.50000000e-02 3.45110000e+01 
1838.2136 -1.45000000e-01 3.26830000e+01 
1838.4873 -3.60000000e-01 3.08880000e+01 
1838.7611 -4.92000000e-01 2.93010000e+01 
1839.0356 -5.28000000e-01 2.80600000e+01 
1839.3094 -4.87000000e-01 2.72620000e+01 
1839.5832 -4.16000000e-01 2.69460000e+01 
1839.8569 -3.46000000e-01 2.71030000e+01 
1840.1311 -2.79000000e-01 2.76630000e+01 
1840.4041 -2.07000000e-01 2.85150000e+01 
1840.6771 -1.17000000e-01 2.95210000e+01 
1840.9502 -3.00000000e-03 3.05110000e+01 
1841.2245 1.30000000e-01 3.13270000e+01 
1841.4983 2.66000000e-01 3.19200000e+01 
1841.7721 3.87000000e-01 3.22930000e+01 
1842.0465 4.90000000e-01 3.25530000e+01 
1842.3203 5.54000000e-01 3.28250000e+01 
1842.5941 5.31000000e-01 3.32330000e+01 
1842.8679 3.89000000e-01 3.38920000e+01 
1843.1424 1.37000000e-01 3.48930000e+01 
1843.4162 -1.31000000e-01 3.61540000e+01 
1843.6899 -2.82000000e-01 3.74770000e+01 
1843.9637 -2.67000000e-01 3.85110000e+01 
1844.2375 -9.70000000e-02 3.89050000e+01 
1844.5106 1.89000000e-01 3.85480000e+01 
1844.7836 5.57000000e-01 3.74290000e+01 
1845.0575 9.98000000e-01 3.57710000e+01 
1845.3313 1.44200000e+00 3.38030000e+01 
1845.6051 1.74100000e+00 3.17020000e+01 
1845.8789 1.80700000e+00 2.95910000e+01 
1846.1533 1.64800000e+00 2.75330000e+01 
1846.4271 1.36400000e+00 2.56080000e+01 
1846.7009 1.09000000e+00 2.39110000e+01 
1846.9747 8.69000000e-01 2.25640000e+01 
1847.2491 6.92000000e-01 2.16730000e+01 
1847.5229 5.31000000e-01 2.12510000e+01 
1847.7967 3.59000000e-01 2.12520000e+01 
1848.0710 1.73000000e-01 2.15330000e+01 
1848.3440 8.00000000e-03 2.19630000e+01 
1848.6171 -7.00000000e-02 2.24410000e+01 
1848.8901 -2.40000000e-02 2.28940000e+01 
1849.1643 1.42000000e-01 2.32890000e+01 
1849.4381 3.78000000e-01 2.36810000e+01 
1849.7118 6.24000000e-01 2.41800000e+01 
1849.9856 8.60000000e-01 2.49860000e+01 
1850.2601 1.07100000e+00 2.63790000e+01 
1850.5339 1.19900000e+00 2.87370000e+01 
1850.8077 1.19800000e+00 3.24970000e+01 
1851.0821 1.06500000e+00 3.81300000e+01 
1851.3559 8.39000000e-01 4.54120000e+01 
1851.6297 5.92000000e-01 5.34360000e+01 
1851.9035 3.60000000e-01 6.08930000e+01 
1852.1775 1.51000000e-01 6.62670000e+01 
1852.4505 7.00000000e-03 6.88770000e+01 
1852.7235 -2.40000000e-02 6.83090000e+01 
1852.9966 7.00000000e-02 6.48780000e+01 
1853.2710 2.65000000e-01 5.93070000e+01 
1853.5448 4.84000000e-01 5.24980000e+01 
