  0.000000 -4.611381e+01 -4.611381e+01 0.000000e+00 -2.255141e-17 
  0.002740 -3.781180e+01 -3.781180e+01 -6.164543e-01 6.012390e-01 
  0.005479 -4.215807e+01 -4.215807e+01 -1.212255e+00 1.165307e+00 
  0.008219 -3.344798e+01 -3.344798e+01 -1.784314e+00 1.689127e+00 
  0.010959 -4.293424e+01 -4.293424e+01 -2.369257e+00 2.210440e+00 
  0.013699 -2.571134e+01 -2.571134e+01 -2.905306e+00 2.667258e+00 
  0.016438 -4.458532e+01 -4.458532e+01 -3.459390e+00 3.128693e+00 
  0.019178 -2.758037e+01 -2.758037e+01 -4.034415e+00 3.594759e+00 
  0.021918 -4.481632e+01 -4.481632e+01 -4.617206e+00 4.054665e+00 
  0.024658 -6.620421e+00 -6.620421e+00 -5.053601e+00 4.354851e+00 
  0.027397 -7.060126e+01 -7.060126e+01 -5.681866e+00 4.835243e+00 
  0.030137 1.919546e+00 1.919546e+00 -6.256629e+00 5.242803e+00 
  0.032877 -5.409727e+01 -5.409727e+01 -6.713789e+00 5.525983e+00 
  0.035616 -4.902097e+00 -4.902097e+00 -7.226885e+00 5.849483e+00 
  0.038356 -6.280440e+01 -6.280440e+01 -7.806679e+00 6.229785e+00 
  0.041096 -8.260443e-01 -8.260443e-01 -8.364022e+00 6.570259e+00 
  0.043836 -6.224909e+01 -6.224909e+01 -8.920000e+00 6.900810e+00 
  0.046575 2.200625e+01 2.200625e+01 -9.315517e+00 7.057026e+00 
  0.049315 -5.035864e+01 -5.035864e+01 -9.623212e+00 7.125066e+00 
  0.052055 -1.365133e+00 -1.365133e+00 -1.010556e+01 7.353937e+00 
  0.054795 -4.193786e+01 -4.193786e+01 -1.052776e+01 7.517026e+00 
  0.057534 -1.262884e+01 -1.262884e+01 -1.103617e+01 7.753426e+00 
  0.060274 -2.807935e+01 -2.807935e+01 -1.144538e+01 7.883900e+00 
  0.063014 -2.281457e+01 -2.281457e+01 -1.193157e+01 8.081031e+00 
  0.065753 -6.979199e+00 -6.979199e+00 -1.226576e+01 8.119687e+00 
  0.068493 -3.451928e+01 -3.451928e+01 -1.268566e+01 8.238134e+00 
  0.071233 1.071556e+01 1.071556e+01 -1.297852e+01 8.222373e+00 
  0.073973 -2.623114e+01 -2.623114e+01 -1.320882e+01 8.144442e+00 
  0.076712 -1.879383e+00 -1.879383e+00 -1.353149e+01 8.152341e+00 
  0.079452 -2.996002e+01 -2.996002e+01 -1.388070e+01 8.183213e+00 
  0.082192 9.423909e-01 9.423909e-01 -1.421058e+01 8.187740e+00 
  0.084932 -3.589271e+01 -3.589271e+01 -1.458288e+01 8.231200e+00 
  0.087671 -1.530503e+01 -1.530503e+01 -1.507604e+01 8.384651e+00 
  0.090411 -1.607802e+01 -1.607802e+01 -1.542547e+01 8.389313e+00 
  0.093151 -1.713512e+01 -1.713512e+01 -1.578833e+01 8.402024e+00 
  0.095890 2.879197e+00 2.879197e+00 -1.601246e+01 8.273250e+00 
  0.098630 -2.424737e+01 -2.424737e+01 -1.628611e+01 8.193052e+00 
  0.101370 9.955514e+00 9.955514e+00 -1.650763e+01 8.057097e+00 
  0.104110 -2.480568e+01 -2.480568e+01 -1.673005e+01 7.923183e+00 
  0.106849 4.401497e+00 4.401497e+00 -1.699237e+01 7.824723e+00 
  0.109589 -5.048672e+01 -5.048672e+01 -1.744037e+01 7.907998e+00 
  0.112329 1.050347e+01 1.050347e+01 -1.784667e+01 7.938965e+00 
  0.115068 -2.314343e+01 -2.314343e+01 -1.805093e+01 7.769787e+00 
  0.117808 2.166549e+01 2.166549e+01 -1.817208e+01 7.516290e+00 
  0.120548 -2.510060e+01 -2.510060e+01 -1.830232e+01 7.276740e+00 
  0.123288 2.037523e+01 2.037523e+01 -1.844014e+01 7.042942e+00 
  0.126027 -3.389730e+01 -3.389730e+01 -1.863741e+01 6.872000e+00 
  0.128767 2.305878e+01 2.305878e+01 -1.881438e+01 6.677013e+00 
  0.131507 -2.737999e+01 -2.737999e+01 -1.893877e+01 6.434707e+00 
  0.134247 2.334065e+01 2.334065e+01 -1.905931e+01 6.186815e+00 
  0.136986 -2.485924e+01 -2.485924e+01 -1.915600e+01 5.920921e+00 
  0.139726 1.526227e+01 1.526227e+01 -1.930967e+01 5.709981e+00 
  0.142466 -3.914650e+01 -3.914650e+01 -1.956354e+01 5.600916e+00 
  0.145205 3.752835e+00 3.752835e+00 -1.990198e+01 5.568923e+00 
  0.147945 -5.659481e+00 -5.659481e+00 -1.999308e+01 5.293000e+00 
  0.150685 -4.794506e+00 -4.794506e+00 -2.014311e+01 5.076869e+00 
  0.153425 2.326930e+01 2.326930e+01 -2.007800e+01 4.650818e+00 
  0.156164 -1.999367e+01 -1.999367e+01 -2.011711e+01 4.335974e+00 
  0.158904 2.274957e+01 2.274957e+01 -2.015695e+01 4.022808e+00 
  0.161644 -2.170251e+01 -2.170251e+01 -2.020327e+01 3.722920e+00 
  0.164384 3.379162e+01 3.379162e+01 -2.016588e+01 3.341506e+00 
  0.167123 -2.180249e+01 -2.180249e+01 -2.012177e+01 2.963402e+00 
  0.169863 2.547230e+01 2.547230e+01 -2.013506e+01 2.643782e+00 
  0.172603 -4.645176e+00 -4.645176e+00 -2.001637e+01 2.202463e+00 
  0.175342 3.113793e+01 3.113793e+01 -1.985084e+01 1.721171e+00 
  0.178082 -1.830021e+01 -1.830021e+01 -1.977715e+01 1.341735e+00 
  0.180822 2.274110e+01 2.274110e+01 -1.976120e+01 1.021990e+00 
  0.183562 -1.658817e+01 -1.658817e+01 -1.972665e+01 6.916993e-01 
  0.186301 4.134846e+01 4.134846e+01 -1.955235e+01 2.268980e-01 
  0.189041 -3.625697e+01 -3.625697e+01 -1.951344e+01 -9.193169e-02 
  0.191781 4.519742e+01 4.519742e+01 -1.944438e+01 -4.405593e-01 
  0.194521 -3.856285e+01 -3.856285e+01 -1.938437e+01 -7.686512e-01 
  0.197260 3.956216e+01 3.956216e+01 -1.936378e+01 -1.058322e+00 
  0.200000 -1.185047e+01 -1.185047e+01 -1.914059e+01 -1.536745e+00 
  0.202740 -3.310552e-01 -3.310552e-01 -1.920454e+01 -1.727103e+00 
  0.205479 1.962888e+01 1.962888e+01 -1.903470e+01 -2.144079e+00 
  0.208219 -9.182325e+00 -9.182325e+00 -1.892299e+01 -2.494220e+00 
  0.210959 1.382618e+00 1.382618e+00 -1.894090e+01 -2.712633e+00 
  0.213699 1.308853e+01 1.308853e+01 -1.879210e+01 -3.090874e+00 
  0.216438 1.558676e+01 1.558676e+01 -1.853338e+01 -3.568508e+00 
  0.219178 -2.559325e+00 -2.559325e+00 -1.838233e+01 -3.929806e+00 
  0.221918 1.038984e+01 1.038984e+01 -1.826476e+01 -4.252163e+00 
  0.224658 -9.668035e+00 -9.668035e+00 -1.819417e+01 -4.521230e+00 
  0.227397 1.104082e+01 1.104082e+01 -1.811561e+01 -4.794616e+00 
  0.230137 -1.311448e+00 -1.311448e+00 -1.797116e+01 -5.126105e+00 
  0.232877 2.390843e+01 2.390843e+01 -1.772809e+01 -5.548315e+00 
